iter	RMSE
706	2.295808872
707	2.291229867
708	2.287689259
709	2.284583541
710	2.283241932
711	2.27979972
712	2.276499877
713	2.271511841
714	2.267992414
715	2.26591234
716	2.264432119
717	2.264230847
718	2.260247466
719	2.25499175
720	2.254315568
721	2.250589582
722	2.246995411
723	2.241850118
724	2.239045307
725	2.238368029
726	2.237473817
727	2.233871846
728	2.229928911
729	2.2269698
730	2.2253246
731	2.222673586
732	2.218532655
733	2.212099151
734	2.2093187
735	2.205398788
736	2.204894729
737	2.203777983
738	2.202836836
739	2.200574432
740	2.198057541
741	2.195433452
742	2.192893978
743	2.191696039
744	2.189285453
745	2.186932241
746	2.186120423
747	2.182402708
748	2.177503741
749	2.173508561
750	2.170130172
751	2.16721178
752	2.162883989
753	2.158497598
754	2.157827302
755	2.156580634
756	2.152764129
757	2.149384305
758	2.145598164
759	2.142271095
760	2.140525041
761	2.139353473
762	2.136912455
763	2.135385797
764	2.131677991
765	2.130620292
766	2.129656905
767	2.127056831
768	2.126208943
769	2.1230339
770	2.121755551
771	2.121105512
772	2.119313237
773	2.114745587
774	2.114390465
775	2.110661466
776	2.108524751
777	2.106841076
778	2.104957062
779	2.100637613
780	2.097394418
781	2.093321282
782	2.092064205
783	2.089266424
784	2.086223576
785	2.085711919
786	2.082642424
787	2.080640421
788	2.077750986
789	2.077479705
790	2.074656816
791	2.072835123
792	2.068890925
793	2.065613667
794	2.062458266
795	2.062197518
796	2.058874491
797	2.057079323
798	2.053217257
799	2.049993757
800	2.048951554
801	2.046577428
802	2.044428292
803	2.043282279
804	2.037470681
805	2.034052201
806	2.031398464
807	2.030724288
808	2.027282915
809	2.02645838
810	2.022334953
811	2.020756085
812	2.019033762
813	2.014666165
814	2.013431775
815	2.010424557
816	2.007953941
817	2.005727664
818	2.005530797
819	2.003069836
820	2.001147813
821	1.998470736
822	1.996740038
823	1.995410386
824	1.993957052
825	1.992202826
826	1.991551295
827	1.99147336
828	1.990944805
829	1.988132426
830	1.986641669
831	1.983879264
832	1.981671505
833	1.976683193
834	1.975681224
835	1.975065604
836	1.970903144
837	1.970740511
838	1.969988551
839	1.967593198
840	1.966185818
841	1.962945517
842	1.961389342
843	1.959449304
844	1.959122416
845	1.95678652
846	1.953615007
847	1.952531554
848	1.951498809
849	1.949587081
850	1.946599146
851	1.943057234
852	1.940603636
853	1.936985904
854	1.93458429
855	1.93301353
856	1.930871386
857	1.930657593
858	1.930200544
859	1.927666297
860	1.924575952
861	1.92223953
862	1.920543992
863	1.917824064
864	1.915867711
865	1.913261828
866	1.910648211
867	1.910377378
868	1.905947933
869	1.903204561
870	1.900162593
871	1.898812452
872	1.895531638
873	1.893097712
874	1.89209982
875	1.88840531
876	1.887011224
877	1.886234513
878	1.882574017
879	1.88150085
880	1.878050292
881	1.875272917
882	1.873419209
883	1.871080863
884	1.868680644
885	1.86787293
886	1.867310943
887	1.866378275
888	1.86541329
889	1.861596006
890	1.858835062
891	1.857538538
892	1.855617352
893	1.853514486
894	1.851298293
895	1.8485979
896	1.846206574
897	1.845368033
898	1.844165277
899	1.841912312
900	1.841340535
901	1.840806503
902	1.836953721
903	1.834428052
904	1.8343467
905	1.830816454
906	1.830153936
907	1.828132345
908	1.827108057
909	1.825443141
910	1.821146573
911	1.819030823
912	1.817627735
913	1.815502315
914	1.8145609
915	1.812752986
916	1.81139201
917	1.810960711
918	1.810322057
919	1.807566612
920	1.804271744
921	1.802393441
922	1.801875093
923	1.799259119
924	1.7984203
925	1.794879128
926	1.793429924
927	1.792090425
928	1.791071108
929	1.788717688
930	1.785448799
931	1.783435365
932	1.77869006
933	1.776599343
934	1.77582754
935	1.774025127
936	1.771943496
937	1.769991695
938	1.769116765
939	1.766864126
940	1.764004643
941	1.763244441
942	1.762207308
943	1.758332219
944	1.757813225
945	1.757116727
946	1.755824016
947	1.75337525
948	1.752787107
949	1.75262868
950	1.750452461
951	1.748498883
952	1.748027927
953	1.746705775
954	1.743842099
955	1.743169255
956	1.740626558
957	1.740210238
958	1.735525922
959	1.733965561
960	1.731512726
961	1.729640135
962	1.728800979
963	1.726458744
964	1.725068709
965	1.723216685
966	1.72112131
967	1.719997932
968	1.719664733
969	1.71954547
970	1.717501085
971	1.714235163
972	1.71346857
973	1.711653923
974	1.708882053
975	1.706884889
976	1.70538144
977	1.704741298
978	1.702459401
979	1.700411678
980	1.69812971
981	1.695631582
982	1.693418388
983	1.692597516
984	1.690476716
985	1.689537749
986	1.687490122
987	1.685658385
988	1.683324062
989	1.680469515
990	1.678702889
991	1.675787134
992	1.672895442
993	1.671038172
994	1.670313278
995	1.668782138
996	1.668225428
997	1.666598009
998	1.664841183
999	1.661455741
